Total itineraries 1659
Disrupted itineraries 1433
Total #flights 608
Total #airports 35
Preprocessing time 6.136318
MIP runtime 0.062109
MIP objective 10941443.250000
MIP number of zero variables 15064.000000 out of 16758
itin 2: OG pax count 3, sol cancelled  3
itin 159: OG pax count 2, sol put 2 pax on flight 6 in cabin E
itin 160: OG pax count 4, sol cancelled  4
itin 161: OG pax count 1, sol cancelled  1
itin 162: OG pax count 2, sol cancelled  2
itin 163: OG pax count 1, sol cancelled  1
itin 164: OG pax count 7, sol cancelled  7
itin 165: OG pax count 3, sol put 3 pax on flight 4524 in cabin E
itin 165: OG pax count 3, sol put 3 pax on flight 28 in cabin E
itin 166: OG pax count 4, sol cancelled  4
itin 167: OG pax count 1, sol put 1 pax on flight 4524 in cabin E
itin 167: OG pax count 1, sol put 1 pax on flight 28 in cabin E
itin 168: OG pax count 52, sol cancelled  52
itin 169: OG pax count 6, sol cancelled  6
itin 170: OG pax count 13, sol cancelled  13
itin 171: OG pax count 4, sol put 4 pax on flight 4228 in cabin E
itin 171: OG pax count 4, sol put 4 pax on flight 144 in cabin F
itin 172: OG pax count 24, sol cancelled  24
itin 173: OG pax count 6, sol cancelled  6
itin 174: OG pax count 15, sol cancelled  15
itin 175: OG pax count 5, sol put 5 pax on flight 2533 in cabin E
itin 175: OG pax count 5, sol put 5 pax on flight 2662 in cabin E
itin 176: OG pax count 29, sol cancelled  5
itin 176 partially cancelled
itin 176: OG pax count 29, sol put 24 pax on flight 2633 in cabin E
itin 177: OG pax count 7, sol cancelled  5
itin 177 partially cancelled
itin 177: OG pax count 7, sol put 2 pax on flight 4624 in cabin E
itin 178: OG pax count 10, sol put 10 pax on flight 2633 in cabin E
itin 179: OG pax count 4, sol put 4 pax on flight 4624 in cabin E
itin 181: OG pax count 3, sol put 3 pax on flight 2533 in cabin E
itin 181: OG pax count 3, sol put 3 pax on flight 4596 in cabin E
itin 182: OG pax count 3, sol cancelled  3
itin 184: OG pax count 2, sol put 2 pax on flight 2533 in cabin E
itin 184: OG pax count 2, sol put 2 pax on flight 4596 in cabin E
itin 185: OG pax count 3, sol put 3 pax on flight 2533 in cabin E
itin 185: OG pax count 3, sol put 3 pax on flight 4596 in cabin E
itin 186: OG pax count 42, sol cancelled  42
itin 187: OG pax count 5, sol cancelled  5
itin 188: OG pax count 14, sol cancelled  14
itin 189: OG pax count 5, sol cancelled  5
itin 190: OG pax count 21, sol cancelled  15
itin 190 partially cancelled
itin 190: OG pax count 21, sol put 6 pax on flight 2654 in cabin E
itin 191: OG pax count 7, sol put 7 pax on flight 4516 in cabin E
itin 191: OG pax count 7, sol put 7 pax on flight 28 in cabin E
itin 192: OG pax count 9, sol put 9 pax on flight 2654 in cabin E
itin 193: OG pax count 3, sol put 3 pax on flight 4510 in cabin E
itin 193: OG pax count 3, sol put 3 pax on flight 28 in cabin E
itin 195: OG pax count 9, sol cancelled  9
itin 197: OG pax count 4, sol cancelled  4
itin 199: OG pax count 27, sol cancelled  27
itin 200: OG pax count 28, sol cancelled  28
itin 201: OG pax count 69, sol cancelled  69
itin 202: OG pax count 9, sol cancelled  9
itin 203: OG pax count 11, sol cancelled  11
itin 204: OG pax count 4, sol cancelled  4
itin 205: OG pax count 29, sol cancelled  8
itin 205 partially cancelled
itin 205: OG pax count 29, sol put 21 pax on flight 4225 in cabin E
itin 206: OG pax count 26, sol put 2 pax on flight 4237 in cabin E
itin 206: OG pax count 26, sol put 24 pax on flight 4225 in cabin E
itin 208: OG pax count 7, sol cancelled  7
itin 210: OG pax count 6, sol cancelled  6
itin 211: OG pax count 32, sol cancelled  32
itin 212: OG pax count 16, sol cancelled  16
itin 213: OG pax count 33, sol cancelled  13
itin 213 partially cancelled
itin 213: OG pax count 33, sol put 20 pax on flight 4618 in cabin E
itin 214: OG pax count 12, sol cancelled  12
itin 215: OG pax count 11, sol put 11 pax on flight 4618 in cabin E
itin 216: OG pax count 6, sol put 6 pax on flight 4618 in cabin E
itin 216: OG pax count 6, sol put 6 pax on flight 4225 in cabin E
itin 217: OG pax count 30, sol cancelled  30
itin 218: OG pax count 24, sol cancelled  24
itin 219: OG pax count 36, sol cancelled  32
itin 219 partially cancelled
itin 219: OG pax count 36, sol put 4 pax on flight 4619 in cabin E
itin 220: OG pax count 8, sol cancelled  8
itin 221: OG pax count 33, sol put 33 pax on flight 4619 in cabin E
itin 222: OG pax count 5, sol cancelled  5
itin 225: OG pax count 14, sol put 14 pax on flight 4400 in cabin E
itin 226: OG pax count 3, sol put 3 pax on flight 4394 in cabin E
itin 226: OG pax count 3, sol put 3 pax on flight 4237 in cabin E
itin 227: OG pax count 6, sol put 6 pax on flight 4400 in cabin E
itin 228: OG pax count 2, sol put 2 pax on flight 4394 in cabin E
itin 228: OG pax count 2, sol put 2 pax on flight 4237 in cabin E
itin 229: OG pax count 13, sol put 13 pax on flight 4393 in cabin E
itin 230: OG pax count 9, sol put 9 pax on flight 4393 in cabin E
itin 231: OG pax count 23, sol put 23 pax on flight 4400 in cabin E
itin 232: OG pax count 3, sol put 3 pax on flight 4394 in cabin E
itin 232: OG pax count 3, sol put 3 pax on flight 4237 in cabin E
itin 233: OG pax count 6, sol put 6 pax on flight 4400 in cabin E
itin 234: OG pax count 2, sol put 2 pax on flight 4394 in cabin E
itin 234: OG pax count 2, sol put 2 pax on flight 4237 in cabin E
itin 235: OG pax count 26, sol cancelled  26
itin 236: OG pax count 3, sol cancelled  3
itin 237: OG pax count 7, sol cancelled  7
itin 238: OG pax count 2, sol cancelled  2
itin 239: OG pax count 26, sol cancelled  4
itin 239 partially cancelled
itin 239: OG pax count 26, sol put 22 pax on flight 4349 in cabin E
itin 240: OG pax count 8, sol put 8 pax on flight 4349 in cabin E
itin 241: OG pax count 14, sol cancelled  14
itin 242: OG pax count 3, sol cancelled  3
itin 243: OG pax count 6, sol cancelled  6
itin 244: OG pax count 2, sol cancelled  2
itin 245: OG pax count 15, sol put 15 pax on flight 4349 in cabin E
itin 246: OG pax count 5, sol put 5 pax on flight 4349 in cabin E
itin 247: OG pax count 54, sol put 54 pax on flight 2573 in cabin E
itin 248: OG pax count 7, sol cancelled  7
itin 249: OG pax count 10, sol put 10 pax on flight 2573 in cabin E
itin 250: OG pax count 4, sol cancelled  4
itin 251: OG pax count 37, sol cancelled  37
itin 252: OG pax count 38, sol cancelled  38
itin 253: OG pax count 28, sol put 3 pax on flight 2581 in cabin E
itin 253: OG pax count 28, sol put 25 pax on flight 2573 in cabin E
itin 253: OG pax count 28, sol put 25 pax on flight 144 in cabin F
itin 254: OG pax count 7, sol cancelled  7
itin 255: OG pax count 11, sol put 11 pax on flight 2573 in cabin E
itin 255: OG pax count 11, sol put 11 pax on flight 144 in cabin F
itin 256: OG pax count 4, sol cancelled  4
itin 257: OG pax count 29, sol put 29 pax on flight 2582 in cabin E
itin 258: OG pax count 14, sol put 14 pax on flight 2582 in cabin E
itin 259: OG pax count 30, sol cancelled  30
itin 260: OG pax count 10, sol cancelled  10
itin 261: OG pax count 12, sol cancelled  12
itin 262: OG pax count 4, sol cancelled  4
itin 266: OG pax count 65, sol cancelled  65
itin 267: OG pax count 30, sol cancelled  17
itin 267 partially cancelled
itin 267: OG pax count 30, sol put 13 pax on flight 4321 in cabin E
itin 268: OG pax count 49, sol cancelled  49
itin 269: OG pax count 9, sol cancelled  9
itin 270: OG pax count 17, sol cancelled  17
itin 271: OG pax count 6, sol cancelled  6
itin 273: OG pax count 28, sol cancelled  28
itin 274: OG pax count 24, sol put 24 pax on flight 4321 in cabin E
itin 275: OG pax count 74, sol cancelled  74
itin 276: OG pax count 9, sol cancelled  9
itin 277: OG pax count 18, sol cancelled  18
itin 278: OG pax count 6, sol cancelled  6
itin 279: OG pax count 27, sol cancelled  27
itin 280: OG pax count 14, sol put 14 pax on flight 4321 in cabin E
itin 281: OG pax count 31, sol cancelled  31
itin 282: OG pax count 59, sol cancelled  48
itin 282 partially cancelled
itin 282: OG pax count 59, sol put 11 pax on flight 4324 in cabin E
itin 285: OG pax count 41, sol cancelled  41
itin 286: OG pax count 6, sol cancelled  6
itin 287: OG pax count 12, sol cancelled  12
itin 288: OG pax count 4, sol cancelled  4
itin 289: OG pax count 59, sol cancelled  59
itin 290: OG pax count 12, sol cancelled  12
itin 291: OG pax count 65, sol cancelled  65
itin 292: OG pax count 5, sol cancelled  5
itin 293: OG pax count 6, sol cancelled  6
itin 294: OG pax count 18, sol cancelled  18
itin 295: OG pax count 3, sol cancelled  3
itin 296: OG pax count 3, sol cancelled  3
itin 303: OG pax count 11, sol cancelled  11
itin 305: OG pax count 7, sol cancelled  7
itin 307: OG pax count 20, sol cancelled  20
itin 308: OG pax count 35, sol cancelled  35
itin 309: OG pax count 39, sol cancelled  39
itin 310: OG pax count 10, sol cancelled  10
itin 311: OG pax count 52, sol cancelled  52
itin 312: OG pax count 9, sol cancelled  9
itin 313: OG pax count 35, sol cancelled  35
itin 314: OG pax count 33, sol cancelled  33
itin 315: OG pax count 22, sol cancelled  22
itin 316: OG pax count 8, sol cancelled  8
itin 317: OG pax count 9, sol cancelled  9
itin 318: OG pax count 27, sol cancelled  27
itin 319: OG pax count 11, sol cancelled  11
itin 320: OG pax count 35, sol cancelled  35
itin 321: OG pax count 14, sol cancelled  14
itin 322: OG pax count 44, sol cancelled  18
itin 322 partially cancelled
itin 322: OG pax count 44, sol put 26 pax on flight 2648 in cabin E
itin 323: OG pax count 7, sol cancelled  7
itin 324: OG pax count 20, sol put 20 pax on flight 2648 in cabin E
itin 325: OG pax count 4, sol cancelled  4
itin 326: OG pax count 14, sol cancelled  5
itin 326 partially cancelled
itin 326: OG pax count 14, sol put 9 pax on flight 2643 in cabin E
itin 327: OG pax count 10, sol put 10 pax on flight 4695 in cabin E
itin 328: OG pax count 9, sol put 9 pax on flight 2643 in cabin E
itin 329: OG pax count 7, sol put 7 pax on flight 4695 in cabin E
itin 330: OG pax count 35, sol cancelled  35
itin 331: OG pax count 5, sol cancelled  5
itin 332: OG pax count 5, sol cancelled  5
itin 333: OG pax count 2, sol cancelled  2
itin 335: OG pax count 7, sol cancelled  7
itin 337: OG pax count 4, sol cancelled  4
itin 338: OG pax count 20, sol cancelled  20
itin 339: OG pax count 6, sol cancelled  6
itin 340: OG pax count 6, sol cancelled  6
itin 341: OG pax count 2, sol put 2 pax on flight 4628 in cabin E
itin 341: OG pax count 2, sol put 2 pax on flight 28 in cabin E
itin 342: OG pax count 19, sol put 19 pax on flight 2643 in cabin E
itin 343: OG pax count 6, sol put 6 pax on flight 4516 in cabin B
itin 344: OG pax count 8, sol put 8 pax on flight 2643 in cabin E
itin 345: OG pax count 3, sol put 3 pax on flight 4516 in cabin E
itin 346: OG pax count 33, sol cancelled  33
itin 347: OG pax count 11, sol cancelled  11
itin 348: OG pax count 54, sol put 54 pax on flight 4165 in cabin E
itin 349: OG pax count 6, sol cancelled  6
itin 352: OG pax count 76, sol cancelled  76
itin 353: OG pax count 6, sol cancelled  6
itin 354: OG pax count 16, sol put 16 pax on flight 4624 in cabin E
itin 355: OG pax count 6, sol put 6 pax on flight 4624 in cabin E
itin 355: OG pax count 6, sol put 6 pax on flight 2582 in cabin E
itin 358: OG pax count 32, sol cancelled  32
itin 359: OG pax count 20, sol put 20 pax on flight 4629 in cabin E
itin 360: OG pax count 90, sol cancelled  90
itin 361: OG pax count 11, sol put 11 pax on flight 2633 in cabin E
itin 362: OG pax count 17, sol put 17 pax on flight 4628 in cabin E
itin 363: OG pax count 6, sol put 6 pax on flight 2633 in cabin E
itin 364: OG pax count 44, sol put 44 pax on flight 4629 in cabin E
itin 365: OG pax count 15, sol put 15 pax on flight 4627 in cabin E
itin 366: OG pax count 33, sol cancelled  33
itin 367: OG pax count 11, sol cancelled  11
itin 368: OG pax count 14, sol cancelled  14
itin 369: OG pax count 5, sol cancelled  5
itin 370: OG pax count 42, sol put 42 pax on flight 67 in cabin E
itin 370: OG pax count 42, sol put 42 pax on flight 2975 in cabin E
itin 371: OG pax count 22, sol put 22 pax on flight 63 in cabin F
itin 371: OG pax count 22, sol put 22 pax on flight 2975 in cabin E
itin 376: OG pax count 15, sol cancelled  15
itin 377: OG pax count 2, sol put 2 pax on flight 3074 in cabin E
itin 377: OG pax count 2, sol put 2 pax on flight 144 in cabin F
itin 378: OG pax count 3, sol put 3 pax on flight 3092 in cabin E
itin 378: OG pax count 3, sol put 3 pax on flight 144 in cabin F
itin 379: OG pax count 15, sol put 15 pax on flight 3074 in cabin E
itin 379: OG pax count 15, sol put 15 pax on flight 4237 in cabin E
itin 380: OG pax count 2, sol put 2 pax on flight 3070 in cabin E
itin 380: OG pax count 2, sol put 2 pax on flight 144 in cabin F
itin 381: OG pax count 3, sol put 3 pax on flight 3070 in cabin E
itin 381: OG pax count 3, sol put 3 pax on flight 144 in cabin F
itin 382: OG pax count 51, sol cancelled  35
itin 382 partially cancelled
itin 382: OG pax count 51, sol put 16 pax on flight 2662 in cabin E
itin 383: OG pax count 6, sol put 6 pax on flight 4228 in cabin E
itin 384: OG pax count 10, sol put 10 pax on flight 2662 in cabin E
itin 385: OG pax count 4, sol put 4 pax on flight 4228 in cabin E
itin 386: OG pax count 24, sol cancelled  24
itin 387: OG pax count 14, sol cancelled  14
itin 388: OG pax count 41, sol put 6 pax on flight 4412 in cabin E
itin 388: OG pax count 41, sol put 35 pax on flight 4406 in cabin E
itin 389: OG pax count 9, sol cancelled  9
itin 390: OG pax count 32, sol put 32 pax on flight 4406 in cabin E
itin 391: OG pax count 7, sol put 7 pax on flight 4406 in cabin E
itin 391: OG pax count 7, sol put 7 pax on flight 4237 in cabin E
itin 395: OG pax count 24, sol cancelled  24
itin 396: OG pax count 8, sol cancelled  8
itin 397: OG pax count 16, sol put 16 pax on flight 4413 in cabin E
itin 398: OG pax count 6, sol cancelled  6
itin 401: OG pax count 62, sol cancelled  57
itin 401 partially cancelled
itin 401: OG pax count 62, sol put 5 pax on flight 4412 in cabin E
itin 402: OG pax count 10, sol cancelled  10
itin 403: OG pax count 14, sol put 14 pax on flight 4406 in cabin E
itin 404: OG pax count 5, sol put 5 pax on flight 4406 in cabin E
itin 404: OG pax count 5, sol put 5 pax on flight 4237 in cabin E
itin 407: OG pax count 38, sol put 38 pax on flight 4413 in cabin E
itin 408: OG pax count 24, sol put 24 pax on flight 4413 in cabin E
itin 410: OG pax count 7, sol cancelled  7
itin 412: OG pax count 6, sol cancelled  6
itin 413: OG pax count 21, sol put 14 pax on flight 4407 in cabin E
itin 413: OG pax count 21, sol put 7 pax on flight 4413 in cabin E
itin 414: OG pax count 23, sol put 23 pax on flight 4413 in cabin E
itin 415: OG pax count 69, sol cancelled  69
itin 416: OG pax count 9, sol cancelled  9
itin 417: OG pax count 13, sol cancelled  13
itin 418: OG pax count 5, sol cancelled  5
itin 419: OG pax count 35, sol put 35 pax on flight 4413 in cabin E
itin 420: OG pax count 15, sol put 15 pax on flight 115 in cabin E
itin 420: OG pax count 15, sol put 15 pax on flight 4547 in cabin E
itin 422: OG pax count 6, sol put 6 pax on flight 2533 in cabin E
itin 425: OG pax count 2, sol put 2 pax on flight 2533 in cabin E
itin 426: OG pax count 3, sol put 3 pax on flight 2533 in cabin E
itin 430: OG pax count 35, sol cancelled  35
itin 431: OG pax count 12, sol cancelled  12
itin 432: OG pax count 13, sol put 13 pax on flight 4585 in cabin E
itin 433: OG pax count 5, sol cancelled  5
itin 436: OG pax count 58, sol cancelled  58
itin 437: OG pax count 9, sol put 9 pax on flight 2533 in cabin E
itin 438: OG pax count 9, sol put 9 pax on flight 2533 in cabin E
itin 439: OG pax count 12, sol cancelled  12
itin 440: OG pax count 5, sol put 5 pax on flight 2533 in cabin E
itin 441: OG pax count 5, sol put 5 pax on flight 2533 in cabin E
itin 444: OG pax count 24, sol cancelled  24
itin 445: OG pax count 9, sol cancelled  9
itin 446: OG pax count 38, sol put 38 pax on flight 4585 in cabin E
itin 447: OG pax count 7, sol put 7 pax on flight 4525 in cabin E
itin 448: OG pax count 33, sol cancelled  33
itin 449: OG pax count 11, sol cancelled  11
itin 450: OG pax count 37, sol cancelled  37
itin 451: OG pax count 5, sol cancelled  5
itin 455: OG pax count 5, sol cancelled  5
itin 457: OG pax count 3, sol cancelled  3
itin 458: OG pax count 3, sol cancelled  3
itin 459: OG pax count 39, sol cancelled  39
itin 460: OG pax count 22, sol cancelled  22
itin 462: OG pax count 5, sol cancelled  5
itin 464: OG pax count 6, sol put 6 pax on flight 2533 in cabin E
itin 464: OG pax count 6, sol put 6 pax on flight 4228 in cabin E
itin 465: OG pax count 19, sol cancelled  19
itin 466: OG pax count 7, sol cancelled  7
itin 467: OG pax count 12, sol cancelled  12
itin 468: OG pax count 4, sol cancelled  4
itin 469: OG pax count 27, sol cancelled  27
itin 470: OG pax count 7, sol cancelled  7
itin 471: OG pax count 37, sol cancelled  37
itin 472: OG pax count 4, sol put 4 pax on flight 2533 in cabin E
itin 472: OG pax count 4, sol put 4 pax on flight 4228 in cabin E
itin 473: OG pax count 20, sol cancelled  20
itin 474: OG pax count 8, sol cancelled  8
itin 475: OG pax count 9, sol cancelled  9
itin 476: OG pax count 4, sol cancelled  4
itin 477: OG pax count 10, sol cancelled  10
itin 478: OG pax count 6, sol cancelled  6
itin 479: OG pax count 17, sol cancelled  17
itin 480: OG pax count 6, sol cancelled  6
itin 485: OG pax count 49, sol cancelled  49
itin 486: OG pax count 7, sol cancelled  7
itin 487: OG pax count 19, sol cancelled  19
itin 488: OG pax count 7, sol put 7 pax on flight 2533 in cabin E
itin 488: OG pax count 7, sol put 7 pax on flight 4228 in cabin E
itin 490: OG pax count 8, sol put 8 pax on flight 4536 in cabin E
itin 492: OG pax count 5, sol put 5 pax on flight 4526 in cabin E
itin 493: OG pax count 66, sol cancelled  66
itin 494: OG pax count 12, sol cancelled  12
itin 495: OG pax count 9, sol cancelled  9
itin 496: OG pax count 6, sol cancelled  6
itin 497: OG pax count 23, sol cancelled  23
itin 498: OG pax count 8, sol put 2 pax on flight 4524 in cabin E
itin 498: OG pax count 8, sol put 4 pax on flight 4526 in cabin B
itin 498: OG pax count 8, sol put 2 pax on flight 4526 in cabin E
itin 499: OG pax count 14, sol cancelled  14
itin 500: OG pax count 5, sol put 5 pax on flight 4524 in cabin E
itin 501: OG pax count 53, sol cancelled  53
itin 502: OG pax count 6, sol cancelled  6
itin 503: OG pax count 18, sol put 18 pax on flight 3000 in cabin E
itin 504: OG pax count 7, sol cancelled  7
itin 508: OG pax count 65, sol cancelled  65
itin 509: OG pax count 11, sol cancelled  11
itin 510: OG pax count 22, sol put 22 pax on flight 2991 in cabin E
itin 511: OG pax count 8, sol cancelled  8
itin 514: OG pax count 27, sol cancelled  27
itin 515: OG pax count 10, sol cancelled  10
itin 516: OG pax count 22, sol put 22 pax on flight 3000 in cabin E
itin 517: OG pax count 8, sol cancelled  8
itin 520: OG pax count 31, sol put 31 pax on flight 2999 in cabin E
itin 521: OG pax count 11, sol cancelled  11
itin 522: OG pax count 22, sol put 22 pax on flight 2991 in cabin E
itin 523: OG pax count 8, sol put 8 pax on flight 4265 in cabin E
itin 524: OG pax count 68, sol cancelled  68
itin 525: OG pax count 20, sol cancelled  20
itin 526: OG pax count 12, sol put 12 pax on flight 3008 in cabin E
itin 527: OG pax count 10, sol cancelled  10
itin 528: OG pax count 31, sol put 31 pax on flight 2975 in cabin E
itin 529: OG pax count 22, sol put 22 pax on flight 2991 in cabin E
itin 530: OG pax count 35, sol cancelled  35
itin 531: OG pax count 12, sol cancelled  12
itin 532: OG pax count 16, sol put 16 pax on flight 3008 in cabin E
itin 533: OG pax count 6, sol cancelled  6
itin 536: OG pax count 44, sol cancelled  44
itin 537: OG pax count 11, sol cancelled  11
itin 538: OG pax count 36, sol put 36 pax on flight 3011 in cabin E
itin 539: OG pax count 8, sol cancelled  8
itin 542: OG pax count 33, sol cancelled  33
itin 543: OG pax count 11, sol cancelled  11
itin 544: OG pax count 19, sol put 19 pax on flight 3000 in cabin E
itin 545: OG pax count 7, sol cancelled  7
itin 549: OG pax count 35, sol cancelled  35
itin 550: OG pax count 12, sol cancelled  12
itin 551: OG pax count 17, sol put 17 pax on flight 2991 in cabin E
itin 552: OG pax count 6, sol cancelled  6
itin 555: OG pax count 72, sol cancelled  72
itin 556: OG pax count 11, sol cancelled  11
itin 557: OG pax count 21, sol put 14 pax on flight 3008 in cabin E
itin 557: OG pax count 21, sol put 7 pax on flight 3000 in cabin E
itin 558: OG pax count 7, sol cancelled  7
itin 562: OG pax count 12, sol cancelled  12
itin 564: OG pax count 6, sol cancelled  6
itin 565: OG pax count 63, sol cancelled  63
itin 566: OG pax count 11, sol cancelled  11
itin 567: OG pax count 17, sol put 17 pax on flight 2966 in cabin E
itin 568: OG pax count 6, sol cancelled  6
itin 571: OG pax count 23, sol cancelled  23
itin 572: OG pax count 9, sol cancelled  9
itin 573: OG pax count 32, sol put 17 pax on flight 2995 in cabin E
itin 573: OG pax count 32, sol put 15 pax on flight 2975 in cabin E
itin 574: OG pax count 10, sol cancelled  10
