Total itineraries 11565
Disrupted itineraries 10131
Total #flights 1422
Total #airports 44
Preprocessing time 56.441123
MIP runtime 0.318155
MIP objective 244098049.150000
MIP number of zero variables 73581.000000 out of 84380
itin 0: OG pax count 2, sol cancelled  2
itin 130: OG pax count 1, sol cancelled  1
itin 131: OG pax count 4, sol cancelled  4
itin 132: OG pax count 2, sol put 2 pax on flight 40 in cabin F
itin 132: OG pax count 2, sol put 2 pax on flight 6980 in cabin E
itin 133: OG pax count 11, sol cancelled  11
itin 134: OG pax count 7, sol cancelled  7
itin 135: OG pax count 14, sol cancelled  14
itin 136: OG pax count 16, sol cancelled  16
itin 137: OG pax count 1, sol cancelled  1
itin 138: OG pax count 5, sol cancelled  5
itin 139: OG pax count 1, sol cancelled  1
itin 140: OG pax count 18, sol cancelled  18
itin 141: OG pax count 15, sol cancelled  15
itin 142: OG pax count 2, sol cancelled  2
itin 143: OG pax count 4, sol cancelled  4
itin 144: OG pax count 23, sol cancelled  23
itin 145: OG pax count 1, sol cancelled  1
itin 146: OG pax count 33, sol cancelled  33
itin 147: OG pax count 1, sol cancelled  1
itin 148: OG pax count 3, sol cancelled  3
itin 149: OG pax count 5, sol cancelled  5
itin 150: OG pax count 3, sol cancelled  3
itin 151: OG pax count 1, sol cancelled  1
itin 152: OG pax count 13, sol cancelled  13
itin 153: OG pax count 1, sol put 1 pax on flight 27 in cabin B
itin 153: OG pax count 1, sol put 1 pax on flight 6980 in cabin B
itin 154: OG pax count 15, sol cancelled  15
itin 155: OG pax count 2, sol cancelled  2
itin 156: OG pax count 17, sol cancelled  17
itin 157: OG pax count 3, sol cancelled  3
itin 158: OG pax count 3, sol cancelled  3
itin 159: OG pax count 12, sol cancelled  12
itin 160: OG pax count 15, sol cancelled  15
itin 161: OG pax count 3, sol cancelled  3
itin 162: OG pax count 7, sol cancelled  7
itin 163: OG pax count 14, sol cancelled  14
itin 164: OG pax count 11, sol put 11 pax on flight 69 in cabin B
itin 164: OG pax count 11, sol put 10 pax on flight 5684 in cabin B
itin 164: OG pax count 11, sol put 1 pax on flight 5690 in cabin B
itin 165: OG pax count 18, sol put 18 pax on flight 63 in cabin B
itin 165: OG pax count 18, sol put 18 pax on flight 5624 in cabin E
itin 166: OG pax count 3, sol put 3 pax on flight 24 in cabin B
itin 166: OG pax count 3, sol put 3 pax on flight 5606 in cabin B
itin 167: OG pax count 13, sol cancelled  13
itin 168: OG pax count 6, sol cancelled  6
itin 169: OG pax count 4, sol cancelled  4
itin 170: OG pax count 6, sol cancelled  6
itin 171: OG pax count 1, sol cancelled  1
itin 172: OG pax count 9, sol cancelled  9
itin 173: OG pax count 20, sol cancelled  20
itin 174: OG pax count 5, sol cancelled  5
itin 175: OG pax count 6, sol cancelled  6
itin 176: OG pax count 28, sol cancelled  28
itin 177: OG pax count 1, sol put 1 pax on flight 999 in cabin B
itin 177: OG pax count 1, sol put 1 pax on flight 1264 in cabin E
itin 178: OG pax count 4, sol cancelled  4
itin 179: OG pax count 5, sol cancelled  5
itin 180: OG pax count 5, sol cancelled  5
itin 181: OG pax count 2, sol cancelled  2
itin 182: OG pax count 2, sol put 2 pax on flight 2103 in cabin E
itin 182: OG pax count 2, sol put 2 pax on flight 1264 in cabin E
itin 183: OG pax count 9, sol cancelled  9
itin 184: OG pax count 2, sol cancelled  2
itin 185: OG pax count 11, sol cancelled  11
itin 186: OG pax count 17, sol cancelled  17
itin 187: OG pax count 31, sol cancelled  31
itin 188: OG pax count 1, sol cancelled  1
itin 189: OG pax count 1, sol cancelled  1
itin 190: OG pax count 12, sol cancelled  12
itin 191: OG pax count 13, sol cancelled  13
itin 192: OG pax count 14, sol cancelled  14
itin 193: OG pax count 19, sol cancelled  19
itin 194: OG pax count 2, sol cancelled  2
itin 195: OG pax count 1, sol cancelled  1
itin 196: OG pax count 11, sol cancelled  11
itin 197: OG pax count 6, sol cancelled  6
itin 198: OG pax count 2, sol cancelled  2
itin 199: OG pax count 9, sol cancelled  9
itin 200: OG pax count 11, sol cancelled  11
itin 201: OG pax count 8, sol cancelled  8
itin 202: OG pax count 2, sol cancelled  2
itin 203: OG pax count 10, sol cancelled  10
itin 204: OG pax count 12, sol cancelled  12
itin 205: OG pax count 7, sol cancelled  7
itin 206: OG pax count 1, sol cancelled  1
itin 207: OG pax count 18, sol cancelled  18
itin 208: OG pax count 10, sol cancelled  10
itin 209: OG pax count 12, sol cancelled  12
itin 210: OG pax count 6, sol cancelled  6
itin 211: OG pax count 10, sol cancelled  10
itin 212: OG pax count 9, sol cancelled  9
itin 213: OG pax count 9, sol cancelled  9
itin 214: OG pax count 6, sol cancelled  6
itin 215: OG pax count 2, sol cancelled  2
itin 216: OG pax count 10, sol put 10 pax on flight 7200 in cabin E
itin 217: OG pax count 12, sol cancelled  12
itin 218: OG pax count 19, sol cancelled  19
itin 219: OG pax count 1, sol cancelled  1
itin 220: OG pax count 6, sol cancelled  6
itin 221: OG pax count 4, sol cancelled  4
itin 222: OG pax count 1, sol cancelled  1
itin 223: OG pax count 11, sol cancelled  11
itin 224: OG pax count 2, sol cancelled  2
itin 225: OG pax count 26, sol cancelled  26
itin 226: OG pax count 7, sol cancelled  7
itin 227: OG pax count 18, sol cancelled  18
itin 228: OG pax count 2, sol cancelled  2
itin 229: OG pax count 1, sol cancelled  1
itin 230: OG pax count 1, sol cancelled  1
itin 231: OG pax count 8, sol cancelled  8
itin 232: OG pax count 16, sol cancelled  16
itin 233: OG pax count 3, sol cancelled  3
itin 234: OG pax count 4, sol cancelled  4
itin 235: OG pax count 5, sol cancelled  5
itin 236: OG pax count 9, sol cancelled  9
itin 237: OG pax count 6, sol cancelled  6
itin 238: OG pax count 17, sol cancelled  17
itin 239: OG pax count 2, sol put 2 pax on flight 25 in cabin B
itin 239: OG pax count 2, sol put 2 pax on flight 5792 in cabin B
itin 240: OG pax count 3, sol put 3 pax on flight 25 in cabin B
itin 240: OG pax count 3, sol put 3 pax on flight 5798 in cabin E
itin 241: OG pax count 11, sol cancelled  11
itin 242: OG pax count 17, sol cancelled  17
itin 243: OG pax count 4, sol cancelled  4
itin 244: OG pax count 1, sol cancelled  1
itin 245: OG pax count 20, sol cancelled  20
itin 246: OG pax count 7, sol cancelled  7
itin 247: OG pax count 4, sol cancelled  4
itin 248: OG pax count 17, sol cancelled  17
itin 249: OG pax count 21, sol cancelled  21
itin 250: OG pax count 1, sol cancelled  1
itin 251: OG pax count 9, sol cancelled  9
itin 253: OG pax count 23, sol cancelled  23
itin 254: OG pax count 5, sol cancelled  5
itin 255: OG pax count 18, sol cancelled  18
itin 256: OG pax count 1, sol cancelled  1
itin 257: OG pax count 3, sol put 3 pax on flight 28 in cabin B
itin 257: OG pax count 3, sol put 3 pax on flight 6980 in cabin B
itin 258: OG pax count 14, sol cancelled  14
itin 259: OG pax count 26, sol cancelled  26
itin 260: OG pax count 1, sol cancelled  1
itin 261: OG pax count 9, sol cancelled  9
itin 262: OG pax count 6, sol cancelled  6
itin 263: OG pax count 24, sol cancelled  24
itin 264: OG pax count 3, sol cancelled  3
itin 265: OG pax count 6, sol cancelled  6
itin 266: OG pax count 9, sol cancelled  9
itin 267: OG pax count 4, sol put 2 pax on flight 605 in cabin B
itin 267: OG pax count 4, sol put 2 pax on flight 1205 in cabin B
itin 267: OG pax count 4, sol put 4 pax on flight 1264 in cabin E
itin 268: OG pax count 10, sol cancelled  6
itin 268 partially cancelled
itin 268: OG pax count 10, sol put 4 pax on flight 605 in cabin E
itin 268: OG pax count 10, sol put 4 pax on flight 1264 in cabin E
itin 269: OG pax count 1, sol cancelled  1
itin 270: OG pax count 6, sol cancelled  6
itin 271: OG pax count 16, sol put 16 pax on flight 37 in cabin F
itin 271: OG pax count 16, sol put 16 pax on flight 7012 in cabin E
itin 272: OG pax count 6, sol cancelled  6
itin 273: OG pax count 9, sol cancelled  9
itin 274: OG pax count 2, sol cancelled  2
itin 275: OG pax count 11, sol cancelled  11
itin 276: OG pax count 2, sol cancelled  2
itin 277: OG pax count 7, sol cancelled  7
itin 278: OG pax count 5, sol cancelled  5
itin 279: OG pax count 11, sol cancelled  11
itin 280: OG pax count 9, sol cancelled  9
itin 281: OG pax count 22, sol cancelled  22
itin 282: OG pax count 9, sol cancelled  9
itin 283: OG pax count 4, sol cancelled  4
itin 284: OG pax count 2, sol cancelled  2
itin 285: OG pax count 19, sol cancelled  19
itin 286: OG pax count 2, sol cancelled  2
itin 287: OG pax count 12, sol cancelled  12
itin 288: OG pax count 2, sol cancelled  2
itin 289: OG pax count 29, sol cancelled  29
itin 290: OG pax count 7, sol cancelled  7
itin 291: OG pax count 4, sol cancelled  4
itin 292: OG pax count 5, sol cancelled  5
itin 293: OG pax count 16, sol cancelled  16
itin 294: OG pax count 16, sol cancelled  16
itin 295: OG pax count 1, sol cancelled  1
itin 296: OG pax count 19, sol cancelled  19
itin 297: OG pax count 7, sol cancelled  7
itin 298: OG pax count 18, sol cancelled  18
itin 299: OG pax count 2, sol cancelled  2
itin 300: OG pax count 10, sol cancelled  10
itin 301: OG pax count 15, sol cancelled  15
itin 302: OG pax count 1, sol cancelled  1
itin 303: OG pax count 1, sol cancelled  1
itin 304: OG pax count 6, sol cancelled  6
itin 305: OG pax count 2, sol put 2 pax on flight 1265 in cabin F
itin 305: OG pax count 2, sol put 2 pax on flight 1950 in cabin E
itin 306: OG pax count 2, sol put 2 pax on flight 1265 in cabin F
itin 306: OG pax count 2, sol put 2 pax on flight 1950 in cabin E
itin 307: OG pax count 1, sol cancelled  1
itin 308: OG pax count 2, sol cancelled  2
itin 311: OG pax count 12, sol cancelled  12
itin 312: OG pax count 3, sol cancelled  3
itin 313: OG pax count 14, sol cancelled  14
itin 314: OG pax count 3, sol cancelled  3
itin 315: OG pax count 16, sol cancelled  16
itin 319: OG pax count 3, sol cancelled  3
itin 320: OG pax count 2, sol cancelled  2
itin 321: OG pax count 19, sol cancelled  19
itin 322: OG pax count 11, sol cancelled  11
itin 323: OG pax count 27, sol cancelled  27
itin 324: OG pax count 9, sol cancelled  9
itin 325: OG pax count 5, sol cancelled  5
itin 326: OG pax count 7, sol cancelled  7
itin 327: OG pax count 29, sol cancelled  29
itin 328: OG pax count 6, sol cancelled  6
itin 329: OG pax count 6, sol cancelled  6
itin 330: OG pax count 8, sol cancelled  8
itin 331: OG pax count 4, sol cancelled  4
itin 332: OG pax count 25, sol cancelled  25
itin 333: OG pax count 1, sol cancelled  1
itin 334: OG pax count 17, sol cancelled  17
itin 335: OG pax count 2, sol cancelled  2
itin 336: OG pax count 3, sol cancelled  3
itin 337: OG pax count 7, sol cancelled  7
itin 338: OG pax count 17, sol cancelled  17
itin 339: OG pax count 22, sol cancelled  22
itin 340: OG pax count 1, sol cancelled  1
itin 341: OG pax count 1, sol cancelled  1
itin 342: OG pax count 2, sol put 2 pax on flight 30 in cabin F
itin 342: OG pax count 2, sol put 2 pax on flight 6980 in cabin B
itin 343: OG pax count 6, sol cancelled  6
itin 344: OG pax count 8, sol cancelled  8
itin 345: OG pax count 2, sol cancelled  2
itin 346: OG pax count 9, sol cancelled  9
itin 347: OG pax count 16, sol cancelled  16
itin 348: OG pax count 19, sol cancelled  19
itin 351: OG pax count 6, sol cancelled  6
itin 352: OG pax count 29, sol cancelled  29
itin 353: OG pax count 22, sol cancelled  22
itin 354: OG pax count 12, sol cancelled  12
itin 355: OG pax count 4, sol cancelled  4
itin 356: OG pax count 1, sol put 1 pax on flight 34 in cabin F
itin 356: OG pax count 1, sol put 1 pax on flight 7018 in cabin E
itin 357: OG pax count 2, sol cancelled  2
itin 358: OG pax count 1, sol cancelled  1
itin 359: OG pax count 14, sol cancelled  14
itin 360: OG pax count 10, sol cancelled  10
itin 361: OG pax count 8, sol cancelled  8
itin 362: OG pax count 5, sol cancelled  5
itin 363: OG pax count 9, sol put 9 pax on flight 25 in cabin B
itin 363: OG pax count 9, sol put 8 pax on flight 5832 in cabin E
itin 363: OG pax count 9, sol put 1 pax on flight 5844 in cabin E
itin 364: OG pax count 12, sol cancelled  12
itin 365: OG pax count 20, sol cancelled  20
itin 366: OG pax count 1, sol cancelled  1
itin 367: OG pax count 6, sol cancelled  6
itin 368: OG pax count 1, sol cancelled  1
itin 369: OG pax count 9, sol cancelled  9
itin 370: OG pax count 7, sol cancelled  7
itin 371: OG pax count 17, sol cancelled  17
itin 372: OG pax count 13, sol put 13 pax on flight 63 in cabin B
itin 372: OG pax count 13, sol put 12 pax on flight 5832 in cabin B
itin 372: OG pax count 13, sol put 1 pax on flight 5844 in cabin E
itin 373: OG pax count 1, sol put 1 pax on flight 34 in cabin B
itin 373: OG pax count 1, sol put 1 pax on flight 5844 in cabin E
itin 374: OG pax count 11, sol cancelled  11
itin 375: OG pax count 7, sol cancelled  7
itin 376: OG pax count 1, sol cancelled  1
itin 377: OG pax count 8, sol cancelled  8
itin 378: OG pax count 5, sol cancelled  5
itin 379: OG pax count 9, sol cancelled  9
itin 380: OG pax count 16, sol cancelled  16
itin 381: OG pax count 2, sol cancelled  2
itin 382: OG pax count 1, sol cancelled  1
itin 383: OG pax count 9, sol cancelled  9
itin 384: OG pax count 15, sol cancelled  15
itin 385: OG pax count 1, sol cancelled  1
itin 386: OG pax count 27, sol cancelled  27
itin 387: OG pax count 3, sol cancelled  3
itin 388: OG pax count 23, sol cancelled  23
itin 389: OG pax count 3, sol cancelled  3
itin 390: OG pax count 43, sol cancelled  43
itin 391: OG pax count 11, sol cancelled  11
itin 392: OG pax count 15, sol cancelled  15
itin 393: OG pax count 12, sol cancelled  12
itin 394: OG pax count 13, sol cancelled  13
itin 395: OG pax count 1, sol cancelled  1
itin 396: OG pax count 8, sol cancelled  8
itin 397: OG pax count 6, sol cancelled  6
itin 398: OG pax count 8, sol cancelled  8
itin 399: OG pax count 4, sol cancelled  4
itin 400: OG pax count 1, sol put 1 pax on flight 66 in cabin B
itin 400: OG pax count 1, sol put 1 pax on flight 6992 in cabin E
itin 401: OG pax count 11, sol cancelled  11
itin 402: OG pax count 6, sol cancelled  6
itin 403: OG pax count 8, sol cancelled  8
itin 404: OG pax count 3, sol cancelled  3
itin 405: OG pax count 23, sol cancelled  23
itin 406: OG pax count 5, sol cancelled  5
itin 407: OG pax count 4, sol cancelled  4
itin 408: OG pax count 9, sol cancelled  9
itin 409: OG pax count 7, sol put 6 pax on flight 7230 in cabin E
itin 409: OG pax count 7, sol put 1 pax on flight 7232 in cabin B
itin 410: OG pax count 8, sol cancelled  8
itin 411: OG pax count 2, sol cancelled  2
itin 412: OG pax count 5, sol cancelled  5
itin 413: OG pax count 1, sol put 1 pax on flight 1007 in cabin E
itin 413: OG pax count 1, sol put 1 pax on flight 7230 in cabin B
itin 414: OG pax count 4, sol cancelled  4
itin 415: OG pax count 16, sol cancelled  16
itin 416: OG pax count 19, sol cancelled  19
itin 417: OG pax count 1, sol cancelled  1
itin 418: OG pax count 5, sol cancelled  5
itin 419: OG pax count 10, sol cancelled  10
itin 420: OG pax count 8, sol cancelled  8
itin 421: OG pax count 19, sol cancelled  19
itin 422: OG pax count 15, sol cancelled  15
itin 423: OG pax count 7, sol cancelled  7
itin 424: OG pax count 3, sol cancelled  3
itin 425: OG pax count 21, sol cancelled  21
itin 426: OG pax count 1, sol cancelled  1
itin 427: OG pax count 18, sol cancelled  18
itin 428: OG pax count 2, sol cancelled  2
itin 429: OG pax count 6, sol cancelled  6
itin 430: OG pax count 1, sol cancelled  1
itin 431: OG pax count 14, sol cancelled  14
itin 432: OG pax count 22, sol cancelled  22
itin 436: OG pax count 3, sol cancelled  3
itin 437: OG pax count 8, sol cancelled  8
itin 438: OG pax count 3, sol put 3 pax on flight 7232 in cabin E
itin 439: OG pax count 4, sol cancelled  4
itin 440: OG pax count 1, sol cancelled  1
itin 441: OG pax count 5, sol cancelled  5
itin 442: OG pax count 1, sol cancelled  1
itin 443: OG pax count 12, sol cancelled  12
itin 444: OG pax count 7, sol cancelled  7
itin 445: OG pax count 1, sol cancelled  1
itin 446: OG pax count 24, sol cancelled  24
itin 447: OG pax count 4, sol cancelled  4
itin 448: OG pax count 12, sol cancelled  12
itin 449: OG pax count 9, sol cancelled  9
itin 450: OG pax count 11, sol cancelled  11
itin 451: OG pax count 1, sol cancelled  1
itin 452: OG pax count 2, sol cancelled  2
itin 453: OG pax count 22, sol cancelled  22
itin 454: OG pax count 15, sol cancelled  15
itin 455: OG pax count 3, sol cancelled  3
itin 456: OG pax count 1, sol cancelled  1
itin 457: OG pax count 12, sol cancelled  12
itin 458: OG pax count 18, sol cancelled  18
itin 459: OG pax count 5, sol cancelled  5
itin 460: OG pax count 15, sol cancelled  15
itin 461: OG pax count 3, sol cancelled  3
itin 462: OG pax count 4, sol cancelled  4
itin 463: OG pax count 7, sol cancelled  7
itin 464: OG pax count 9, sol cancelled  9
itin 465: OG pax count 16, sol cancelled  16
itin 466: OG pax count 18, sol cancelled  18
itin 467: OG pax count 15, sol cancelled  15
itin 468: OG pax count 1, sol cancelled  1
itin 469: OG pax count 10, sol cancelled  10
itin 470: OG pax count 17, sol put 17 pax on flight 44 in cabin B
itin 470: OG pax count 17, sol put 17 pax on flight 6992 in cabin E
itin 471: OG pax count 7, sol cancelled  7
itin 472: OG pax count 12, sol cancelled  12
itin 473: OG pax count 3, sol cancelled  3
itin 474: OG pax count 10, sol put 10 pax on flight 57 in cabin E
itin 474: OG pax count 10, sol put 10 pax on flight 5810 in cabin E
itin 475: OG pax count 15, sol cancelled  15
itin 476: OG pax count 1, sol cancelled  1
itin 477: OG pax count 24, sol cancelled  24
itin 478: OG pax count 14, sol put 14 pax on flight 7300 in cabin E
itin 479: OG pax count 1, sol cancelled  1
itin 480: OG pax count 14, sol cancelled  14
itin 481: OG pax count 11, sol cancelled  11
itin 482: OG pax count 3, sol cancelled  3
itin 483: OG pax count 5, sol cancelled  5
itin 484: OG pax count 6, sol cancelled  6
itin 485: OG pax count 1, sol cancelled  1
itin 486: OG pax count 2, sol cancelled  2
itin 487: OG pax count 6, sol cancelled  6
itin 488: OG pax count 6, sol cancelled  6
itin 489: OG pax count 2, sol cancelled  2
itin 490: OG pax count 1, sol cancelled  1
itin 491: OG pax count 7, sol cancelled  7
itin 492: OG pax count 7, sol cancelled  7
itin 493: OG pax count 4, sol cancelled  4
itin 494: OG pax count 9, sol cancelled  9
itin 495: OG pax count 3, sol cancelled  3
itin 496: OG pax count 12, sol cancelled  12
itin 497: OG pax count 16, sol cancelled  16
itin 498: OG pax count 1, sol cancelled  1
itin 499: OG pax count 7, sol cancelled  7
itin 500: OG pax count 6, sol cancelled  6
itin 501: OG pax count 17, sol cancelled  17
itin 502: OG pax count 5, sol cancelled  5
itin 503: OG pax count 19, sol cancelled  19
itin 504: OG pax count 4, sol cancelled  4
itin 505: OG pax count 22, sol cancelled  22
itin 506: OG pax count 9, sol cancelled  9
itin 507: OG pax count 14, sol cancelled  14
itin 508: OG pax count 14, sol cancelled  14
itin 509: OG pax count 1, sol cancelled  1
itin 510: OG pax count 6, sol cancelled  6
itin 511: OG pax count 7, sol cancelled  7
itin 512: OG pax count 7, sol cancelled  7
itin 513: OG pax count 1, sol cancelled  1
itin 514: OG pax count 2, sol cancelled  2
itin 515: OG pax count 4, sol cancelled  4
itin 516: OG pax count 4, sol cancelled  4
itin 517: OG pax count 8, sol cancelled  8
itin 518: OG pax count 10, sol cancelled  10
itin 519: OG pax count 8, sol put 8 pax on flight 40 in cabin B
itin 519: OG pax count 8, sol put 8 pax on flight 5624 in cabin E
itin 520: OG pax count 5, sol cancelled  5
itin 521: OG pax count 5, sol cancelled  5
itin 522: OG pax count 1, sol cancelled  1
itin 523: OG pax count 7, sol cancelled  7
itin 524: OG pax count 5, sol cancelled  5
itin 525: OG pax count 2, sol cancelled  2
itin 526: OG pax count 10, sol cancelled  10
itin 527: OG pax count 22, sol cancelled  22
itin 528: OG pax count 1, sol cancelled  1
itin 529: OG pax count 30, sol cancelled  30
itin 530: OG pax count 34, sol cancelled  34
itin 531: OG pax count 3, sol cancelled  3
itin 532: OG pax count 12, sol cancelled  12
itin 533: OG pax count 3, sol cancelled  3
itin 534: OG pax count 24, sol cancelled  24
itin 535: OG pax count 4, sol cancelled  4
itin 536: OG pax count 16, sol cancelled  16
itin 537: OG pax count 15, sol cancelled  15
itin 538: OG pax count 1, sol put 1 pax on flight 1277 in cabin B
itin 538: OG pax count 1, sol put 1 pax on flight 1580 in cabin B
itin 539: OG pax count 12, sol cancelled  12
itin 540: OG pax count 3, sol cancelled  3
itin 541: OG pax count 7, sol cancelled  7
itin 542: OG pax count 8, sol cancelled  8
itin 543: OG pax count 30, sol cancelled  30
itin 544: OG pax count 11, sol cancelled  11
itin 545: OG pax count 4, sol put 4 pax on flight 54 in cabin F
itin 545: OG pax count 4, sol put 4 pax on flight 6992 in cabin E
itin 546: OG pax count 4, sol cancelled  4
