Total itineraries 28307
Disrupted itineraries 21876
Total #flights 2178
Total #airports 163
Preprocessing time 123.191604
MIP runtime 0.158004
MIP objective 1030880145.699999
MIP number of zero variables 33255.000000 out of 55519
itin 0: OG pax count 1, sol cancelled  1
itin 388: OG pax count 5, sol cancelled  5
itin 389: OG pax count 3, sol cancelled  3
itin 390: OG pax count 4, sol cancelled  4
itin 391: OG pax count 4, sol cancelled  4
itin 392: OG pax count 7, sol cancelled  7
itin 393: OG pax count 2, sol cancelled  2
itin 394: OG pax count 4, sol cancelled  4
itin 396: OG pax count 1, sol cancelled  1
itin 397: OG pax count 9, sol cancelled  9
itin 398: OG pax count 2, sol cancelled  2
itin 399: OG pax count 2, sol cancelled  2
itin 400: OG pax count 1, sol cancelled  1
itin 401: OG pax count 1, sol cancelled  1
itin 402: OG pax count 1, sol cancelled  1
itin 403: OG pax count 6, sol cancelled  6
itin 404: OG pax count 3, sol put 3 pax on flight 7760 in cabin E
itin 405: OG pax count 4, sol cancelled  4
itin 406: OG pax count 2, sol cancelled  2
itin 408: OG pax count 6, sol cancelled  6
itin 412: OG pax count 6, sol cancelled  6
itin 414: OG pax count 2, sol cancelled  2
itin 415: OG pax count 5, sol cancelled  5
itin 416: OG pax count 3, sol cancelled  3
itin 417: OG pax count 12, sol cancelled  12
itin 418: OG pax count 12, sol cancelled  12
itin 419: OG pax count 3, sol cancelled  3
itin 420: OG pax count 15, sol cancelled  15
itin 421: OG pax count 11, sol cancelled  11
itin 422: OG pax count 1, sol cancelled  1
itin 423: OG pax count 8, sol cancelled  8
itin 424: OG pax count 4, sol cancelled  4
itin 425: OG pax count 8, sol cancelled  8
itin 426: OG pax count 17, sol cancelled  17
itin 427: OG pax count 19, sol cancelled  19
itin 428: OG pax count 2, sol cancelled  2
itin 429: OG pax count 1, sol cancelled  1
itin 430: OG pax count 13, sol cancelled  13
itin 431: OG pax count 1, sol cancelled  1
itin 432: OG pax count 3, sol cancelled  3
itin 433: OG pax count 12, sol cancelled  12
itin 434: OG pax count 5, sol cancelled  5
itin 435: OG pax count 13, sol cancelled  13
itin 436: OG pax count 5, sol cancelled  5
itin 437: OG pax count 4, sol cancelled  4
itin 438: OG pax count 2, sol cancelled  2
itin 439: OG pax count 22, sol cancelled  22
itin 440: OG pax count 4, sol cancelled  4
itin 441: OG pax count 35, sol cancelled  35
itin 442: OG pax count 1, sol cancelled  1
itin 443: OG pax count 8, sol cancelled  8
itin 444: OG pax count 14, sol cancelled  14
itin 445: OG pax count 23, sol cancelled  20
itin 445 partially cancelled
itin 445: OG pax count 23, sol put 3 pax on flight 1927 in cabin E
itin 445: OG pax count 23, sol put 3 pax on flight 8083 in cabin E
itin 446: OG pax count 8, sol cancelled  8
itin 447: OG pax count 17, sol cancelled  17
itin 448: OG pax count 2, sol cancelled  2
itin 449: OG pax count 1, sol cancelled  1
itin 450: OG pax count 42, sol cancelled  42
itin 451: OG pax count 6, sol cancelled  6
itin 452: OG pax count 25, sol cancelled  25
itin 453: OG pax count 4, sol cancelled  4
itin 454: OG pax count 10, sol cancelled  10
itin 455: OG pax count 4, sol cancelled  4
itin 458: OG pax count 13, sol cancelled  13
itin 462: OG pax count 2, sol put 2 pax on flight 2240 in cabin E
itin 462: OG pax count 2, sol put 2 pax on flight 8249 in cabin E
itin 463: OG pax count 2, sol cancelled  2
itin 464: OG pax count 18, sol cancelled  18
itin 465: OG pax count 9, sol cancelled  9
itin 466: OG pax count 7, sol cancelled  7
itin 467: OG pax count 8, sol cancelled  8
itin 468: OG pax count 9, sol cancelled  9
itin 469: OG pax count 6, sol cancelled  6
itin 470: OG pax count 3, sol put 3 pax on flight 1640 in cabin B
itin 470: OG pax count 3, sol put 3 pax on flight 8249 in cabin E
itin 471: OG pax count 1, sol cancelled  1
itin 472: OG pax count 13, sol cancelled  13
itin 473: OG pax count 2, sol cancelled  2
itin 474: OG pax count 22, sol cancelled  22
itin 475: OG pax count 19, sol cancelled  19
itin 476: OG pax count 11, sol cancelled  11
itin 477: OG pax count 10, sol cancelled  10
itin 478: OG pax count 5, sol cancelled  5
itin 479: OG pax count 6, sol cancelled  6
itin 480: OG pax count 3, sol cancelled  3
itin 481: OG pax count 4, sol cancelled  4
itin 482: OG pax count 3, sol cancelled  3
itin 483: OG pax count 1, sol cancelled  1
itin 484: OG pax count 17, sol cancelled  17
itin 485: OG pax count 9, sol cancelled  9
itin 486: OG pax count 2, sol cancelled  2
itin 487: OG pax count 7, sol cancelled  7
itin 488: OG pax count 40, sol cancelled  40
itin 493: OG pax count 1, sol cancelled  1
itin 497: OG pax count 1, sol cancelled  1
itin 498: OG pax count 3, sol cancelled  3
itin 499: OG pax count 1, sol cancelled  1
itin 500: OG pax count 22, sol cancelled  22
itin 501: OG pax count 2, sol cancelled  2
itin 502: OG pax count 3, sol cancelled  3
itin 503: OG pax count 5, sol cancelled  5
itin 504: OG pax count 14, sol cancelled  14
itin 505: OG pax count 6, sol cancelled  6
itin 506: OG pax count 10, sol cancelled  10
itin 507: OG pax count 14, sol cancelled  14
itin 508: OG pax count 13, sol cancelled  13
itin 509: OG pax count 26, sol cancelled  26
itin 510: OG pax count 4, sol cancelled  4
itin 511: OG pax count 7, sol cancelled  7
itin 512: OG pax count 6, sol cancelled  6
itin 513: OG pax count 19, sol cancelled  19
itin 514: OG pax count 2, sol cancelled  2
itin 515: OG pax count 4, sol cancelled  4
itin 516: OG pax count 1, sol cancelled  1
itin 517: OG pax count 5, sol cancelled  5
itin 518: OG pax count 5, sol cancelled  5
itin 519: OG pax count 9, sol cancelled  9
itin 520: OG pax count 9, sol cancelled  9
itin 521: OG pax count 12, sol cancelled  12
itin 522: OG pax count 2, sol cancelled  2
itin 523: OG pax count 1, sol cancelled  1
itin 524: OG pax count 2, sol cancelled  2
itin 525: OG pax count 3, sol cancelled  3
itin 526: OG pax count 2, sol cancelled  2
itin 527: OG pax count 12, sol cancelled  12
itin 528: OG pax count 7, sol cancelled  7
itin 529: OG pax count 3, sol cancelled  3
itin 530: OG pax count 2, sol cancelled  2
itin 531: OG pax count 7, sol cancelled  7
itin 532: OG pax count 3, sol cancelled  3
itin 533: OG pax count 3, sol cancelled  3
itin 534: OG pax count 7, sol cancelled  7
itin 535: OG pax count 14, sol cancelled  14
itin 536: OG pax count 10, sol cancelled  10
itin 537: OG pax count 2, sol cancelled  2
itin 538: OG pax count 8, sol cancelled  8
itin 539: OG pax count 3, sol cancelled  3
itin 544: OG pax count 9, sol cancelled  9
itin 545: OG pax count 1, sol put 1 pax on flight 1701 in cabin B
itin 545: OG pax count 1, sol put 1 pax on flight 6 in cabin F
itin 546: OG pax count 2, sol put 2 pax on flight 1701 in cabin B
itin 546: OG pax count 2, sol put 2 pax on flight 6 in cabin B
itin 547: OG pax count 8, sol cancelled  8
itin 548: OG pax count 4, sol cancelled  4
itin 549: OG pax count 5, sol cancelled  5
itin 550: OG pax count 2, sol cancelled  2
itin 551: OG pax count 4, sol cancelled  4
itin 552: OG pax count 2, sol cancelled  2
itin 553: OG pax count 1, sol cancelled  1
itin 554: OG pax count 1, sol cancelled  1
itin 555: OG pax count 1, sol put 1 pax on flight 1619 in cabin B
itin 555: OG pax count 1, sol put 1 pax on flight 292 in cabin F
itin 556: OG pax count 7, sol put 7 pax on flight 1619 in cabin E
itin 556: OG pax count 7, sol put 7 pax on flight 292 in cabin E
itin 557: OG pax count 3, sol put 3 pax on flight 1619 in cabin E
itin 557: OG pax count 3, sol put 3 pax on flight 292 in cabin F
itin 558: OG pax count 5, sol cancelled  5
itin 559: OG pax count 12, sol cancelled  12
itin 560: OG pax count 7, sol cancelled  7
itin 562: OG pax count 1, sol cancelled  1
itin 563: OG pax count 1, sol cancelled  1
itin 564: OG pax count 2, sol cancelled  2
itin 565: OG pax count 5, sol cancelled  5
itin 566: OG pax count 11, sol cancelled  11
itin 567: OG pax count 3, sol cancelled  3
itin 568: OG pax count 17, sol cancelled  17
itin 569: OG pax count 4, sol cancelled  4
itin 570: OG pax count 16, sol cancelled  16
itin 571: OG pax count 7, sol cancelled  7
itin 572: OG pax count 6, sol cancelled  6
itin 573: OG pax count 5, sol cancelled  5
itin 574: OG pax count 13, sol cancelled  13
itin 575: OG pax count 2, sol cancelled  2
itin 576: OG pax count 7, sol cancelled  7
itin 577: OG pax count 8, sol cancelled  8
itin 578: OG pax count 1, sol cancelled  1
itin 579: OG pax count 20, sol cancelled  20
itin 580: OG pax count 2, sol cancelled  2
itin 581: OG pax count 18, sol cancelled  18
itin 582: OG pax count 8, sol cancelled  8
itin 583: OG pax count 6, sol cancelled  6
itin 584: OG pax count 5, sol cancelled  5
itin 585: OG pax count 10, sol cancelled  10
itin 586: OG pax count 3, sol cancelled  3
itin 587: OG pax count 19, sol cancelled  19
itin 588: OG pax count 2, sol cancelled  2
itin 589: OG pax count 9, sol cancelled  9
itin 590: OG pax count 3, sol cancelled  3
itin 591: OG pax count 4, sol cancelled  4
itin 592: OG pax count 1, sol cancelled  1
itin 593: OG pax count 25, sol cancelled  25
itin 594: OG pax count 14, sol cancelled  14
itin 595: OG pax count 4, sol cancelled  4
itin 596: OG pax count 11, sol cancelled  11
itin 597: OG pax count 5, sol cancelled  5
itin 598: OG pax count 8, sol cancelled  8
itin 599: OG pax count 1, sol cancelled  1
itin 600: OG pax count 2, sol cancelled  2
itin 601: OG pax count 4, sol cancelled  1
itin 601 partially cancelled
itin 601: OG pax count 4, sol put 3 pax on flight 7662 in cabin B
itin 605: OG pax count 1, sol cancelled  1
itin 606: OG pax count 7, sol cancelled  7
itin 607: OG pax count 1, sol cancelled  1
itin 608: OG pax count 1, sol cancelled  1
itin 612: OG pax count 4, sol cancelled  4
itin 614: OG pax count 24, sol put 24 pax on flight 9841 in cabin E
itin 614: OG pax count 24, sol put 24 pax on flight 296 in cabin E
itin 615: OG pax count 5, sol cancelled  5
itin 617: OG pax count 5, sol put 5 pax on flight 1709 in cabin E
itin 617: OG pax count 5, sol put 5 pax on flight 296 in cabin B
itin 618: OG pax count 21, sol cancelled  21
itin 619: OG pax count 10, sol cancelled  10
itin 620: OG pax count 3, sol cancelled  3
itin 621: OG pax count 5, sol cancelled  5
itin 623: OG pax count 7, sol cancelled  7
itin 624: OG pax count 1, sol cancelled  1
itin 625: OG pax count 2, sol cancelled  2
itin 626: OG pax count 4, sol cancelled  4
itin 627: OG pax count 4, sol put 3 pax on flight 1619 in cabin B
itin 627: OG pax count 4, sol put 1 pax on flight 1619 in cabin E
itin 627: OG pax count 4, sol put 4 pax on flight 296 in cabin B
itin 628: OG pax count 5, sol put 5 pax on flight 1619 in cabin E
itin 628: OG pax count 5, sol put 5 pax on flight 296 in cabin E
itin 629: OG pax count 9, sol cancelled  9
itin 630: OG pax count 16, sol cancelled  16
itin 631: OG pax count 1, sol cancelled  1
itin 632: OG pax count 1, sol cancelled  1
itin 633: OG pax count 1, sol cancelled  1
itin 634: OG pax count 5, sol cancelled  5
itin 635: OG pax count 3, sol cancelled  3
itin 636: OG pax count 9, sol cancelled  9
itin 637: OG pax count 23, sol cancelled  23
itin 638: OG pax count 2, sol put 2 pax on flight 1640 in cabin B
itin 638: OG pax count 2, sol put 2 pax on flight 8249 in cabin E
